percent	matchen	wrong
0.052910052027021134	3	0
0.07054673603602818	4	0
0.07054673603602818	4	0
0.07054673603602818	4	0
0.07054673603602818	4	0
0.07054673603602818	4	0
0.07054673603602818	4	0
0.08818342004503522	5	0
0.08818342004503522	5	0
0.08818342004503522	5	1
0.08818342004503522	5	1
0.08818342004503522	5	5
0.08818342004503522	5	5
0.12345678806304931	7	0
0.12345678806304931	7	0
0.12345678806304931	7	0
0.12345678806304931	7	0
0.12345678806304931	7	0
0.12345678806304931	7	0
0.12345678806304931	7	5
0.12345678806304931	7	5
0.14109347207205636	8	7
0.14109347207205636	8	7
0.14109347207205636	8	7
0.14109347207205636	8	7
0.14109347207205636	8	7
0.14109347207205636	8	7
0.14109347207205636	8	7
0.14109347207205636	8	7
0.15873015608106342	9	1
0.15873015608106342	9	1
0.1940035240990775	11	1
0.1940035240990775	11	1
0.21164020810808454	12	1
0.21164020810808454	12	1
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	10
0.21164020810808454	12	5
0.21164020810808454	12	5
0.2292768921170916	13	1
0.2292768921170916	13	1
0.2292768921170916	13	1
0.2292768921170916	13	1
0.2645502601351057	15	2
0.2645502601351057	15	2
0.2821869441441127	16	2
0.2821869441441127	16	2
0.2821869441441127	16	2
0.2821869441441127	16	2
0.2821869441441127	16	3
0.2821869441441127	16	3
0.2821869441441127	16	3
0.2821869441441127	16	3
0.37059082303728375	21	17
0.37059082303728375	21	17
0.37059082303728375	21	17
0.37059082303728375	21	17
0.37059082303728375	21	17
0.37059082303728375	21	17
0.37059082303728375	21	17
0.37059082303728375	21	17
0.388007048198155	22	5
0.388007048198155	22	5
0.40564373220716204	23	3
0.40564373220716204	23	3
0.4409171002251761	25	4
0.4409171002251761	25	4
0.4409171036311558	25	7
0.4409171036311558	25	7
0.4585537842341832	26	4
0.4585537842341832	26	4
0.5114638362612043	29	13
0.5114638362612043	29	13
0.5469576665333339	31	6
0.5469576665333339	31	6
0.5643738882882254	32	7
0.5643738882882254	32	7
0.5643738916942052	32	6
0.5643738916942052	32	6
0.5643738916942052	32	9
0.5643738916942052	32	9
0.5820105757032122	33	7
0.5820105757032122	33	7
0.6172839437212263	35	11
0.6172839437212263	35	11
0.6172839437212263	35	11
0.6172839437212263	35	11
0.6172839437212263	35	9
0.6172839437212263	35	9
0.6878414290291922	39	23
0.6878414290291922	39	23
0.6878414290291922	39	23
0.6878414290291922	39	23
0.6878414290291922	39	23
0.6878414290291922	39	23
0.6878414290291922	39	23
0.6878414290291922	39	23
0.705687826020377	40	10
0.705687826020377	40	10
0.7407407317842756	42	12
0.7407407317842756	42	12
0.811507933480399	46	20
0.811507933480399	46	20
0.8291446140834263	47	16
0.8291446140834263	47	16
0.8644179855074201	49	19
0.8644179855074201	49	19
0.8646384375435966	49	20
0.8646384375435966	49	20
0.8996913501194546	51	21
0.8996913501194546	51	21
1.1644620691026961	66	30
1.1644620691026961	66	30
1.1820987497057234	67	28
1.1820987497057234	67	28
1.199090187890189	68	32
1.199090187890189	68	32
1.199090187890189	68	32
1.199090187890189	68	32
1.199090187890189	68	32
1.199090187890189	68	32
1.199090187890189	68	32
1.199090187890189	68	32
1.2173721177237375	69	31
1.2173721177237375	69	31
1.2526454857417515	71	28
1.2526454857417515	71	28
1.3057760102408273	74	30
1.3057760102408273	74	30
1.375661369732448	78	23
1.375661369732448	78	23
1.5529100486210414	88	43
1.5529100486210414	88	43
1.641093465260097	93	46
1.641093465260097	93	46
1.6410934686660767	93	47
1.6410934686660767	93	47
1.6574181420462473	94	27
1.6574181420462473	94	27
1.764345932006836	100	54
1.764345932006836	100	54
1.764345932006836	100	54
1.764345932006836	100	54
1.764345932006836	100	54
1.764345932006836	100	54
1.764345932006836	100	54
1.764345932006836	100	54
1.975308622632708	112	32
1.975308622632708	112	32
2.1525626812662395	122	53
2.1525626812662395	122	53
2.346566212177277	133	49
2.346566212177277	133	49
2.5582064032554626	145	65
2.5582064032554626	145	65
2.734573253563472	155	70
2.734573253563472	155	70
2.769846624987466	157	73
2.769846624987466	157	73
3.0879629611968995	175	55
3.1038413541657586	176	54
3.1038413541657586	176	54
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1755118404115947	180	75
3.1761463676180157	180	57
3.5458661283765522	201	77
3.5458661283765522	201	77
3.8287144490650724	217	67
3.9345345429011753	223	65
3.9876650742122104	226	77
4.022717993600028	228	72
4.127656197547912	234	99
4.127656197547912	234	99
4.55093663760594	258	98
4.55093663760594	258	98
4.6047285386494226	261	87
4.7284057378768924	268	88
4.797850234167917	272	105
4.797850234167917	272	105
4.816589222635542	273	96
4.850980758666992	275	91
4.850980758666992	275	91
4.887135931423733	277	97
5.50421553339277	312	101
5.50421553339277	312	101
5.50421553339277	312	101
5.50421553339277	312	101
5.50421553339277	312	101
5.50421553339277	312	101
5.50421553339277	312	101
5.50421553339277	312	101
5.539478158950805	314	123
5.662934947013855	321	122
5.8042488847460065	329	134
5.945121918405805	337	132
6.104943549633026	346	142
6.368843269348145	361	149
6.387351010526929	362	153
6.686739097322737	379	162
6.7568503243582585	383	140
6.827181955746242	387	138
6.827181955746242	387	138
6.828709018230438	387	162
7.003763883454459	397	161
7.11111638375691	403	176
7.445777893066406	422	188
7.515233087539673	426	176
7.781095320837839	441	206
7.796532801219395	442	150
7.796532801219395	442	150
7.886039059502738	447	195
8.116192327226912	460	236
8.309330136435372	471	194
8.396405914851597	476	161
8.396405914851597	476	161
8.52205650125231	483	256
8.64464760507856	490	219
8.926399053846087	506	236
8.962978972707475	508	277
8.977771350315638	509	167
8.977771350315638	509	167
9.086457351275852	515	144
9.086457351275852	515	144
9.086457351275852	515	144
9.086457351275852	515	144
9.086457351275852	515	144
9.086457351275852	515	144
9.086457351275852	515	144
9.086457351275852	515	144
9.298296567371914	527	305
9.315062155042376	528	258
10.267883992195129	582	338
10.495639215196881	595	257
10.691384874071394	606	373
10.848593374661037	615	293
10.971614595821926	622	310
11.288838250296456	640	178
11.288838250296456	640	178
11.307367542811802	641	344
11.394448719705855	646	397
11.712349854196821	664	430
11.941841881615774	677	461
12.382758910315378	702	504
12.543027138710022	711	423
12.96652797971453	735	464
13.634764572552273	773	245
13.634764572552273	773	245
13.845754146575928	785	456
14.28732717037201	810	353
14.448256659507752	819	204
14.448256659507752	819	204
14.448256659507752	819	204
14.448256659507752	819	204
14.448256659507752	819	204
14.448256659507752	819	204
14.448256659507752	819	204
14.448256659507752	819	204
14.516383583205087	823	533
14.586070166315352	827	510
14.781595260756356	838	403
14.798366223062787	839	552
14.957306177275521	848	406
15.344662622043066	870	598
15.363385554722377	871	458
15.556738461766924	882	646
15.729814515795027	892	127
15.729814515795027	892	127
16.029869280542645	909	215
16.029869280542645	909	215
16.293973319871085	924	126
16.293973319871085	924	126
16.650218173435757	944	519
17.14514752796718	972	573
17.885226944514685	1014	293
17.885226944514685	1014	293
18.712409104619706	1061	551
18.836962638582502	1068	644
19.154207812036788	1086	301
19.154207812036788	1086	301
19.54220973764147	1108	634
19.912579689707076	1129	753
20.212414492879596	1146	461
20.264888742991857	1149	324
20.264888742991857	1149	324
20.3175785950252	1152	601
20.706026520047867	1174	530
20.93552361215864	1187	529
21.270615536825996	1206	694
21.341388082504274	1210	591
21.555872641290936	1222	293
21.555872641290936	1222	293
21.555872641290936	1222	293
21.555872641290936	1222	293
21.555872641290936	1222	293
21.555872641290936	1222	293
21.555872641290936	1222	293
21.555872641290936	1222	293
24.322428458077567	1379	389
24.322428458077567	1379	389
24.867219148363386	1410	643
25.362337003435407	1438	755
25.520658520289828	1447	710
25.872919038363865	1467	666
26.77283091204507	1518	879
26.861675572395324	1523	776
27.443272035462517	1556	456
27.443272035462517	1556	456
28.412402708189827	1611	735
29.418349610056197	1668	855
29.946842435428074	1698	625
30.563900583130973	1733	673
30.568024802207947	1733	422
30.568024802207947	1733	422
30.568024802207947	1733	422
30.568024802207947	1733	422
30.568024802207947	1733	422
30.568024802207947	1733	422
30.568024802207947	1733	422
30.568024802207947	1733	422
30.901589502607074	1752	752
31.023341516086035	1759	701
31.55222168990544	1789	740
31.625134239877973	1793	792
34.321595021656584	1946	884
35.82050381728581	2031	814
35.979884375844684	2040	1032
36.24249896321978	2055	820
37.02023360048022	2099	945
37.49580029760088	2126	907
37.63841006755829	2134	859
38.60776657717569	2189	864
38.66155836582184	2192	909
39.80639939648764	2257	1002
40.497951194218224	2296	598
40.497951194218224	2296	598
40.497951194218224	2296	598
40.497951194218224	2296	598
40.497951194218224	2296	598
40.497951194218224	2296	598
40.497951194218224	2296	598
40.497951194218224	2296	598
41.53568212645394	2355	608
41.53568212645394	2355	608
41.79830697604588	2370	791
42.32654210158757	2400	851
42.96404926436288	2436	633
42.96404926436288	2436	633
42.98125036103385	2437	651
42.98125036103385	2437	651
43.544338887078425	2469	888
43.98527218614306	2494	939
44.88733488491604	2545	982
45.32757947444916	2570	1039
45.43493776662009	2576	989
46.05157629421779	2611	1049
46.15805259772709	2617	1046
46.561728072166446	2640	852
46.561728072166446	2640	852
47.26830332960401	2680	962
47.4620595557349	2691	1211
48.15056743962424	2730	1032
48.82054612636566	2768	1125
49.12102606977735	2785	1083
49.9314373254776	2831	877
49.9314373254776	2831	877
50.37345654964447	2856	1064
50.44444452353886	2860	1039
50.70530102934156	2875	1007
51.431883924348014	2916	1117
51.521126580238345	2921	830
51.521126580238345	2921	830
51.521126580238345	2921	830
51.521126580238345	2921	830
51.521126580238345	2921	830
51.521126580238345	2921	830
51.521126580238345	2921	830
51.521126580238345	2921	830
51.87191909381321	2941	1091
51.943352815083095	2945	1072
51.97817462171827	2947	1214
52.87483316489628	2998	1132
52.87744174003601	2998	1152
53.51302364213126	3034	1154
54.040806790760584	3064	1120
55.18785237584795	3129	1181
55.78489696638925	3163	998
55.85848156384059	3167	1153
56.0690253836768	3179	1228
56.15504712036678	3184	1061
57.16382197652544	3241	1217
57.26876034736633	3247	1183
57.97206635815757	3287	1124
58.43302864687784	3313	1150
58.574762671334405	3321	1189
58.60937957082476	3323	1256
58.73022303581238	3330	1163
58.74937076909202	3331	1418
59.45573058468955	3371	1223
60.21432870115552	3414	1337
60.214979594094416	3414	1298
60.32101439407894	3420	1245
60.602335408755714	3436	1303
60.67224798543113	3440	1241
61.166929936409	3468	1270
61.32630525997707	3477	1310
61.6263231754303	3494	1122
61.6263231754303	3494	1122
61.6263231754303	3494	1122
61.6263231754303	3494	1122
61.6263231754303	3494	1122
61.6263231754303	3494	1122
61.6263231754303	3494	1122
61.6263231754303	3494	1122
62.56023372582027	3547	1344
62.806717126710076	3561	1442
62.87856999805995	3565	1307
63.12242975234985	3579	1239
64.48285769053868	3656	1395
64.53332698004586	3659	1016
64.53332698004586	3659	1016
64.55404444422041	3660	1327
65.0300251517977	3687	1336
65.11512804712568	3692	877
65.11512804712568	3692	877
65.22359891619001	3698	1330
65.3095725945064	3703	895
65.3095725945064	3703	895
65.91144009317671	3737	1409
66.00025883742741	3742	1407
66.03226262501308	3744	1391
66.49452673367091	3770	1446
66.58183804920742	3775	1434
66.72294283594404	3783	1363
67.12816160746983	3806	1350
67.16232229982104	3808	1241
67.16232229982104	3808	1241
67.30319524151939	3816	1304
67.30319524151939	3816	1304
67.86737545217787	3848	1214
68.06200835023607	3859	1243
68.06200835023607	3859	1243
68.16893053736005	3865	1455
68.30871104512896	3873	1497
68.30871104512896	3873	1497
68.55673836980547	3887	1636
68.6980477809906	3895	1400
68.92624900000436	3908	1403
69.10106164387294	3918	1287
69.29768904277256	3929	1575
69.3682355608259	3933	1426
69.80979831899916	3958	1481
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.28640824045453	3985	1530
70.32018144471304	3987	1510
70.33804361479623	3988	1445
70.44428878511701	3994	1517
70.45953272410802	3995	1357
71.18395468848092	4036	1644
71.4141021660396	4049	1476
71.73111621992929	4067	1562
71.82016533102308	4072	1597
71.85283120700291	4074	1427
72.94805287633623	4136	1587
73.14250235557556	4147	1513
73.17929183755602	4149	1600
73.371784557615	4160	1588
73.52919198444911	4169	1508
73.74192965371269	4181	1513
74.21681880269732	4208	1521
74.23706315244947	4209	1766
74.37684411321368	4217	1603
74.4478320326124	4221	1602
75.04727018220085	4255	1547
75.24104743003845	4266	1640
75.71681912967136	4293	1580
75.82371940612794	4299	1563
76.016857113157	4310	1826
76.61584877967834	4344	1756
76.705112355096	4349	1672
76.77587983948844	4353	1733
76.9859884738922	4365	1699
77.07505762917656	4370	1596
77.07657441071102	4370	1708
77.23421310016087	4379	1696
77.86935964311873	4415	1624
77.92096356323788	4418	1463
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.04612434932164	4425	2059
78.15198165689196	4431	1879
78.31028771400452	4440	1833
78.3978042091642	4445	1710
78.50450042997088	4451	1693
78.76905668803624	4466	1725
78.87399518830436	4472	1550
79.15684313774109	4488	1653
79.45644134112767	4505	1766
79.73885414259775	4521	1660
80.07329998016357	4540	1709
80.31956332411085	4554	1705
80.52988070760455	4566	1638
80.5499159199851	4567	1804
80.55101161343711	4567	1768
80.65618714264461	4573	1769
80.95513417380197	4590	1749
80.99040806634086	4592	1860
81.14826156071254	4601	1709
81.14913314410619	4601	1821
81.2362250328064	4606	1733
81.41434422901699	4616	1726
81.59070522785187	4626	1956
81.62576874664852	4628	1941
81.69719260420118	4632	1790
81.71329711505345	4633	1824
81.78472561155047	4637	1998
82.11938710212708	4656	1747
82.27832095963615	4665	1811
82.4725504568645	4676	1804
82.66654855183192	4687	1972
82.68354002067021	4688	1963
82.70182790756226	4689	1772
82.80590000833784	4695	1803
83.00121581213814	4706	1890
83.17824362005506	4716	1830
83.19565466131483	4717	1843
83.26616919381279	4721	2438
83.26616919381279	4721	2438
83.42384494713374	4730	1973
83.63612580980573	4742	1827
83.79465151514326	4751	1908
83.97210969584329	4761	1842
84.14803013120378	4771	2009
84.25277473926545	4777	1997
84.271057002885	4778	1874
84.32331664221627	4781	1941
84.39406776428223	4785	1866
84.41214517184666	4786	1835
84.42957212584359	4787	1921
84.4639688355582	4789	1930
84.46419485296522	4789	2041
84.51752920831953	4792	1990
84.90488563265119	4814	1886
84.90619815417699	4814	1890
84.97694367000035	4818	3007
84.97694367000035	4818	3007
84.97694367000035	4818	3007
84.97694367000035	4818	3007
84.97694367000035	4818	3007
84.97694367000035	4818	3007
84.97694367000035	4818	3007
84.97694367000035	4818	3007
85.01115225042615	4820	2020
85.09932493482317	4825	1951
85.0997604233878	4825	1722
85.11718762942724	4826	1850
85.39981491565705	4842	1900
85.4524999822889	4845	1886
85.4701312473842	4846	1882
85.50476432187217	4848	2045
85.57618191582816	4852	1921
85.80479734284538	4865	2056
85.91082177843366	4871	1779
86.24549469947814	4890	1994
86.28186425822122	4892	1910
86.56383626120432	4908	2128
86.63329678603581	4912	2086
86.77503532682147	4920	1938
86.81008864130293	4922	2028
86.95097232546125	4930	2139
86.95140191486904	4930	1951
86.96859808649336	4931	2013
87.02259437697275	4934	1941
87.14584141458784	4941	1952
87.16238711220878	4942	1976
87.18045868873597	4943	2045
87.2514359337943	4947	2164
87.37425252369472	4954	1953
87.39209906714304	4955	2117
87.3923145021711	4955	1943
87.46200063909804	4959	2115
87.46308145523071	4959	1977
87.5689122063773	4965	1873
87.62204769338881	4968	2085
87.62204769338881	4968	2085
87.62204769338881	4968	2085
87.62204769338881	4968	2085
87.63967908450536	4969	1960
87.69257322038924	4972	3257
87.69257322038924	4972	3257
87.78032150268555	4977	3759
87.78032150268555	4977	3760
87.81582566670009	4979	1985
87.8319193158831	4980	3341
87.8319193158831	4980	3341
87.85087383815221	4981	1986
87.90355755942208	4984	3282
87.90355755942208	4984	3283
87.97324923106602	4988	2122
88.09714111600603	4995	2129
88.13218915121895	4997	2029
88.16790327344621	4999	2008
88.20404738698687	5001	1979
88.29222601481847	5006	2199
88.46839393207006	5016	2155
88.46839393207006	5016	2155
88.46839393207006	5016	2155
88.46839393207006	5016	2155
88.52128182138715	5019	2105
88.52173916952951	5019	2189
88.52173916952951	5019	2189
88.52173916952951	5019	2189
88.52173916952951	5019	2189
88.53848843574524	5020	2017
88.71507043838501	5030	1996
88.87359106200081	5039	2066
88.87380093847003	5039	2127
88.87402698653085	5039	2143
89.03231595584325	5048	2157
89.03252607073102	5048	2003
89.17340927124023	5056	2142
89.20846826008388	5058	2040
89.22655630111694	5059	2213
89.22655630111694	5059	2213
89.22655630111694	5059	2213
89.22655630111694	5059	2213
89.31472334180559	5064	2018
89.42055436543056	5070	2200
89.5444519996643	5077	2259
89.5444519996643	5077	2259
89.5444519996643	5077	2259
89.5444519996643	5077	2259
89.5607710633959	5078	2206
89.5792737688337	5079	2061
89.59778668539865	5080	2041
89.66745713778904	5084	2187
89.75522129876273	5089	2054
89.86103619166784	5095	2072
89.87887744903564	5096	2074
89.89672903333391	5097	2065
90.00255387169975	5103	2197
90.19611652919224	5114	2162
90.19679439408439	5114	2324
90.19679439408439	5114	2324
90.19679439408439	5114	2324
90.19679439408439	5114	2324
90.3376621246338	5122	2296
90.37272060258049	5124	2299
90.37272060258049	5124	2299
90.37272060258049	5124	2299
90.37272060258049	5124	2299
90.42497419629778	5127	2251
90.49616573878697	5131	2174
90.58435987063817	5136	2260
90.58478505270821	5136	2089
90.58521510532924	5136	2050
90.61961792537144	5138	2236
90.75983467102051	5146	5196
90.75983467102051	5146	5196
90.75983467102051	5146	5196
90.75983467102051	5146	5196
90.75983467102051	5146	5198
90.75983467102051	5146	5198
90.75983467102051	5146	5198
90.75983467102051	5146	5198
90.76201782226562	5146	1960
90.83083317620414	5150	2228
90.86741322108678	5152	2108
90.91922629220146	5155	2130
90.98977810995919	5159	2275
90.98999354498727	5159	2275
90.99042393820626	5159	2129
91.00806587764195	5160	2134
91.09690034048897	5165	2102
91.11302027021135	5166	2179
91.11322994232178	5166	2288
91.16636570521763	5169	2316
91.1676504952567	5169	1997
91.27219140189034	5175	2393
91.27219140189034	5175	2393
91.27219140189034	5175	2393
91.27219140189034	5175	2393
91.29048447608947	5176	2435
91.29048447608947	5176	2435
91.29048447608947	5176	2435
91.29048447608947	5176	2435
91.34295310974122	5179	2313
91.36037430082048	5180	2256
91.50168312617711	5188	2202
91.55459829057966	5191	2264
91.5724445615496	5192	2151
91.59029650006975	5193	2075
91.60836947304863	5194	2184
91.62513498578753	5195	2148
91.66019766671317	5197	2177
91.73182046072823	5201	2118
91.78407461983817	5204	2203
91.80128138405937	5205	2210
91.90668239593506	5211	2524
91.90668239593506	5211	2524
91.90668239593506	5211	2524
91.90668239593506	5211	2524
91.9600165775844	5214	2319
92.03012793404716	5218	2341
92.06605712345669	5220	2329
92.17188241141183	5226	2314
92.25985101972307	5231	2468
92.25985101972307	5231	2468
92.25985101972307	5231	2468
92.25985101972307	5231	2468
92.2602754865374	5231	2201
92.27770222255162	5232	2362
92.36632780347551	5237	2537
92.36632780347551	5237	2537
92.36632780347551	5237	2537
92.36632780347551	5237	2537
92.47171145847865	5243	2660
92.47171145847865	5243	2660
92.47171145847865	5243	2660
92.47171145847865	5243	2660
92.48912279946464	5244	2358
92.50697449275425	5245	2371
92.50739375523159	5245	2144
92.54182335989816	5247	2426
92.59515773228236	5250	2224
92.61214354378836	5251	2410
92.64784742082868	5253	2261
92.66549442836217	5254	2337
92.7190499986921	5257	2295
92.77152470179966	5260	2236
92.84164134434292	5264	2353
92.87778516496931	5266	2534
92.87778516496931	5266	2534
92.87778516496931	5266	2534
92.87778516496931	5266	2534
92.89542244502476	5267	2408
93.00060311726162	5273	2671
93.00060311726162	5273	2671
93.00060311726162	5273	2671
93.00060311726162	5273	2671
93.03563434055873	5275	2258
93.05306606292724	5276	2822
93.05306606292724	5276	2822
93.05306606292724	5276	2822
93.05306606292724	5276	2822
93.17717884608678	5283	2395
93.19437528337751	5284	2436
93.21222659519741	5285	2524
93.2300677708217	5286	2263
93.31783196585519	5291	2476
93.33590899876185	5292	2456
93.35354527064732	5293	2419
93.37117723737444	5294	2421
93.37268862043108	5294	2206
93.42430201939175	5297	2280
93.47700255257743	5300	2613
93.47700255257743	5300	2613
93.47700255257743	5300	2613
93.47700255257743	5300	2613
93.49440841674804	5301	2339
93.54796338762556	5304	2311
93.56624559674944	5305	2230
93.61787640707833	5308	2444
93.63594251360212	5309	2301
93.65359014783587	5310	2828
93.65359014783587	5310	2828
93.65359014783587	5310	2828
93.65359014783587	5310	2828
93.68842272077288	5312	2526
93.72434656960624	5314	2441
93.77530479431152	5317	3013
93.77530479431152	5317	3013
93.77530479431152	5317	3013
93.77530479431152	5317	3013
93.84758813040597	5321	2455
93.86501513889857	5322	2582
93.86587055751255	5322	2317
93.88243675231934	5323	2663
93.88243675231934	5323	2663
93.88243675231934	5323	2663
93.88243675231934	5323	2663
93.88328094482422	5323	2338
93.89984239850726	5324	2487
93.95339802333287	5327	2266
93.98781634739467	5329	2547
94.00653392246791	5330	2839
94.0596426827567	5333	2219
94.07470348903111	5334	3259
94.07470348903111	5334	3259
94.07470348903111	5334	3259
94.07470348903111	5334	3259
94.07749938964844	5334	2312
94.09407141549246	5335	2718
94.09407141549246	5335	2718
94.09407141549246	5335	2718
94.09407141549246	5335	2718
94.11192338126047	5336	2474
94.20074114118303	5341	2238
94.21752891540527	5342	3012
94.21752891540527	5342	3012
94.21752891540527	5342	3012
94.21752891540527	5342	3012
94.21774368286133	5342	2599
94.23515450613839	5343	2433
94.37580691746302	5351	2387
94.41109662737165	5353	2615
94.429163142613	5354	2409
94.48141664777484	5357	3562
94.48186378479004	5357	2644
94.48207887922014	5357	2625
94.48207887922014	5357	2759
94.48207887922014	5357	2759
94.48207887922014	5357	2759
94.48207887922014	5357	2759
94.49971547807966	5358	2525
94.50035531180245	5358	2880
94.5347632271903	5360	2730
94.53562905447824	5360	2326
94.5524101802281	5361	2820
94.5524101802281	5361	2820
94.5524101802281	5361	2820
94.5524101802281	5361	2820
94.552626146589	5361	2496
94.55348608834403	5361	4159
94.58832342965262	5363	2439
94.60596046447753	5364	2398
94.6236026763916	5365	2510
94.6412283216204	5366	2433
94.65779517037528	5367	2534
94.69306270054409	5369	3535
94.69306270054409	5369	3535
94.69306270054409	5369	3535
94.69306270054409	5369	3535
94.71047352382115	5370	3508
94.76467971801758	5373	2344
94.7646851675851	5373	2810
94.78125801086426	5374	3230
94.78125801086426	5374	3230
94.78125801086426	5374	3230
94.78125801086426	5374	3230
94.8341565813337	5377	4501
94.83437140328543	5377	4769
94.85286309378488	5378	2769
94.86987097603934	5379	2531
94.88685171944755	5380	4446
94.88836800711495	5380	2901
94.92257150922502	5382	2764
94.92299575805664	5382	3782
94.92342071533203	5382	2548
94.94061638968331	5383	2510
94.95739233834404	5384	3425
94.95783952985491	5384	2846
94.95783952985491	5384	2846
94.95783952985491	5384	2846
94.95783952985491	5384	2846
94.95826901027135	5384	2940
94.95826901027135	5384	2940
94.95826901027135	5384	2940
94.95826901027135	5384	2940
94.95847385951451	5384	3119
94.9584842136928	5384	3805
94.97654015677315	5385	2670
94.99311196463448	5386	4347
95.02815475463868	5388	3554
95.06387459891182	5390	2551
95.08019365583148	5391	5127
95.09891074044364	5392	2381
95.11677867344447	5393	4383
95.11677867344447	5393	4383
95.11677867344447	5393	4383
95.11677867344447	5393	4383
95.13463047572544	5394	2494
95.2219482421875	5399	5450
95.22367455618722	5399	2610
95.24023012433733	5400	5145
95.24023012433733	5400	5145
95.24023012433733	5400	5145
95.24023012433733	5400	5145
95.24088614327567	5400	2512
95.25702345711845	5401	3485
95.25702345711845	5401	3485
95.25702345711845	5401	3485
95.25702345711845	5401	3485
95.29400078909738	5403	3757
95.3103526524135	5404	3904
95.3103526524135	5404	3904
95.3103526524135	5404	3904
95.3103526524135	5404	3904
95.32777372087752	5405	3093
95.32777372087752	5405	3093
95.32777372087752	5405	3093
95.32777372087752	5405	3093
95.32818788800921	5405	2973
95.34519555228097	5406	4763
95.34539478846959	5406	2677
95.38025883265904	5408	7131
95.38025883265904	5408	7131
95.38025883265904	5408	7131
95.38025883265904	5408	7131
95.39875695364816	5409	5952
95.41660319737025	5410	2594
95.41724766322545	5410	2552
95.43337369646345	5411	5958
95.43337369646345	5411	5958
95.43337369646345	5411	5958
95.43337369646345	5411	5958
95.43357761928013	5411	2688
95.45186996459961	5412	2606
95.45187061854772	5412	2520
95.46907130650112	5413	5950
95.48648267473493	5414	2689
95.5043560573033	5415	3274
95.5043560573033	5415	3274
95.5043560573033	5415	3274
95.5043560573033	5415	3274
95.5393926348005	5417	2677
95.5394034249442	5417	2868
95.53961312430245	5417	4619
95.53984996250698	5417	6278
95.53984996250698	5417	6278
95.53984996250698	5417	6278
95.53984996250698	5417	6278
95.57381657191685	5419	5429
95.59297507149833	5420	5996
95.61016507829939	5421	2818
95.61082098824637	5421	3740
95.62823181152343	5422	2558
