00.7407407317842756	42	0
01.1640211582183837	66	1
01.4462080955505372	82	0
01.7458166548183986	99	1
02.0105819974626815	114	0
02.257495559964861	128	2
02.504409166744777	142	1
02.751322763306754	156	2
02.9982363292149135	170	1
03.2802081772259304	186	0
03.5626101970672606	202	0
03.8624338831220353	219	1
04.179248932429722	237	5
04.51499115058354	256	1
04.990111599649702	283	2
05.39639527797699	306	1
05.802910048621041	329	0
06.084225906644549	345	1
06.419538002354758	364	0
06.666672085012708	378	0
06.948853632381984	394	3
07.2306103502001084	410	1
07.442680736950465	422	6
07.672398580823626	435	1
07.918871239253453	449	2
08.095238198552813	459	9
08.236552047729493	467	5
08.412279050690787	477	6
08.552071213722229	485	9
08.660493796212332	491	0
08.800495856148856	499	1
08.942019448961531	507	0
09.100104291098459	516	2
09.259479665756226	525	2
09.452192793573651	536	1
09.612874841690063	545	0
09.822993244443621	557	2
10.017857190540859	568	2
10.229938350405012	580	2
10.475545270102364	594	2
10.6884920835495	606	2
10.882280460425786	617	1
11.074547215870448	628	1
11.268986426080977	639	25
11.411155234064374	647	0
11.551178731237139	655	2
11.693562766483852	663	2
11.849491405487061	672	13
11.975308704376221	679	0
12.081139513424464	685	2
12.205247054781232	692	6
12.345254302024841	700	3
12.521615777696882	710	1
12.680560978821346	719	0
12.853492069244385	729	12
13.033300065994263	739	2
13.244504686764309	751	4
13.474426868983677	764	0
13.739197652680533	779	2
14.074074271747044	798	2
14.425947591236659	818	4
14.707704183033535	834	8
14.955698626382011	848	2
15.199611864771162	862	37
15.379651273999896	872	5
15.57061128956931	883	2
15.784407823426383	895	2
15.978190858023508	906	11
16.11907993725368	914	2
16.27779938493456	923	11
16.455247122900825	933	1
16.631178387573787	943	2
16.80843779018947	953	4
17.001134739603316	964	2
17.22997065612248	977	1
17.443121910095215	989	5
17.619499366624016	999	3
17.845367206845964	1012	81
18.05911523614611	1024	2
18.43099664279393	1045	1
18.765894665036882	1064	4
19.313293296950203	1095	2
19.772142675944735	1121	75
20.20970457621983	1146	2
20.599227915491376	1168	1
20.882071004595076	1184	19
21.16348341873714	1200	302
21.393959767477853	1213	2
21.58908155986241	1224	3
21.798942150388445	1236	2
21.974663547107152	1246	2
22.220523381233214	1260	22
22.364670991897583	1268	3
22.575633563314167	1280	4
22.837785734449113	1295	3
23.085360601970127	1309	3
23.28406352996826	1320	357
23.545651282582963	1335	4
23.864450577327183	1353	5
24.181012780325755	1371	9
24.58557047503335	1394	3
25.112923441614424	1424	7
25.838737498010907	1465	99
26.61188589504787	1509	39
27.05496988637107	1534	49
27.47788425513676	1558	241
27.848346447944643	1579	3
28.18390600000109	1598	3
28.466302520888192	1614	3
28.802689797537667	1633	11
29.118892094067164	1651	57
29.400638045583452	1667	78
29.681550754819597	1683	61
